,commenter,comments,publishedAt,totalReplyCount
1481,Evalynne (taylor’s version),"OMG! Taylor you slayed this remix!!! I’m obsessed!!!🥰🔥💅😘

Edit: LP Giobbi slayed this remix and Taylor slayed the OG",2023-10-19T01:45:45Z,2
1482,Melanie Ayshaa,I love thiss.❤,2023-10-19T00:47:08Z,0
1483,cau6,احذفي وبنسوي نفسنا ما سمعنا,2023-10-19T00:47:02Z,0
1484,cadelinha king,O MV vemmmm,2023-10-19T00:47:01Z,0
1485,Pet's Fun House,Awesome music 😺💃❤️🎶🎉👏😀💗💙💜 and amazing video / music videos 👍 too,2023-10-19T00:46:55Z,0
1486,Rhy,Please make a Cruel Summer music video!,2023-10-19T00:46:54Z,0
1487,Sandra Melo,Aí nem acredito que vou no cinema ver o filme do show dela ❤🥰🥰🥰🥰🥰🥰,2023-10-19T00:46:54Z,0
1488,Barbara fischerk,"Perfeito
Perfeito
❤❤❤❤❤🎉🎉",2023-10-19T00:46:51Z,0
1489,Rosalie Aguilar,Can't wait for the music video Tay. I've been a cruel summer stan since you release the lover album 😭 thank u so much tay iloveyou uwu,2023-10-19T00:46:51Z,0
1490,Anthony M,YAY! Finally! Number 1 will be secured!!!,2023-10-19T00:46:48Z,0
1491,Alu Ducusin,"Love youuuu, Taylooor!! 🤍🫶🏻",2023-10-19T00:46:43Z,0
1492,Karina M,I hate remixes but id listen to this a couple times just to make mother happy,2023-10-19T00:46:42Z,0
1493,Thamires Zambrano,Ícone,2023-10-19T00:46:27Z,0
1494,k,I adore Cruel Summer. This remix is so much fun and I want to dance all night to it. I love this! 🎉💜,2023-10-19T00:46:26Z,0
1495,Patricia,Yay 🎉,2023-10-19T00:46:26Z,0
1496,Easton,I hope Cruel Summer reaches #1!!!! 🩷🩷🩷,2023-10-19T00:46:23Z,0
1497,Riley Merc,TAYLOR I LIVE YOU SO MUCH,2023-10-19T00:46:15Z,0
1498,Andrea Elizabeth Vazquez Rodriguez,Give is the music video please!!!!!!,2023-10-19T00:45:57Z,0
1499,Koffi Donatien AGOLI-AGBO,Over the Horizon🫠,2023-10-19T00:45:42Z,0
1500,mariaa,LETS GOO,2023-10-19T00:45:42Z,0
1501,Whell Tim,this is very chill,2023-10-19T00:45:39Z,0
1502,ItzCollin,Love you Taylor Like if you Love Taylor To,2023-10-19T00:45:39Z,0
1503,filmedwmaddyx,Omgggg,2023-10-19T00:45:38Z,0
1504,King puga ,This is perfect,2023-10-19T00:45:36Z,0
1505,urfavvv,TAYLA,2023-10-19T00:45:35Z,0
1506,Rosalie Aguilar,Ughhhh my ultzzzz,2023-10-19T00:45:32Z,0
1507,defendingdaniel,😍😍,2023-10-19T00:45:31Z,0
1508,Iseferns,This is so…interesting!,2023-10-19T00:45:31Z,0
1509,sisilvyy,Ame este remix❤❤ te esperamos ansiosos Tay en Argentina 🎉🎉,2023-10-19T00:45:29Z,0
1510,brianna s,Is it supposed to be sped up or is my phone glitched,2023-10-19T00:45:25Z,0
1511,Stacy St. Clair,I think that I like the live version best. ❤,2023-10-19T00:45:24Z,0
1512,Idk,THIS IS SO RANDOM BUT I LOVE IT EITHER WAY❤,2023-10-19T00:45:22Z,0
1513,𐐁  💄̶  𝗗ɑ᤻ᜒի𝘆𝗎͜𝗻  ୨ ♡⁠ ୧,"Vocal 100%
Voice 100%
Remix 100%
Front page 100%
Visual 100%
Lyric 100%",2023-10-19T00:47:41Z,0
1514,a,prayer circle for a cruel summer music video,2023-10-19T00:45:19Z,0
1515,Haash kii,Wow I’m love it!!🫶🏼 Taylor swift!,2023-10-19T00:45:18Z,0
1516,Nella's priv,AMOO,2023-10-19T00:45:16Z,0
1517,Tobias Ibañez,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2023-10-19T00:45:10Z,0
1518,Zoey Gillett,Mother and her remixes,2023-10-19T00:45:08Z,0
1519,Seni Lalseni,I miss your young voice 😢,2023-10-19T00:45:08Z,0
1520,tricialorrene,<3,2023-10-19T00:45:08Z,0
1521,StarGirl,I love this SO MUCH!!!❤,2023-10-19T00:45:07Z,0
1522,Fam Account,alright..  Im vibing to this EVERY day.,2023-10-19T00:45:02Z,0
1523,Pumpkin latte,YALL THE MUSIC VIDEO IS COMING,2023-10-19T00:45:00Z,0
1524,Sarah Ahrens,I loveeeeee it,2023-10-19T00:44:55Z,0
1525,Cornelia_street,It’s been a cruel summer without this remix☀️,2023-10-19T00:44:46Z,0
1526,🩵 This Swiftie 🩵 #1989tvwaitingparty ,Woah 😮,2023-10-19T00:44:42Z,0
1527,Vitor Hugo,"Maravilhosa, tanto a cantora quanto a música ♥️😍",2023-10-19T00:44:40Z,0
1528,Natalia Gulloso,wow!,2023-10-19T00:44:40Z,0
1529,Aspen English,She’s amazing!!!  I’m an old Swiftie mom!  I never thought I’d fall in love with her music but I’m a forever fan.,2023-10-19T00:44:37Z,6
1530,Breno Dos Santos Carvalho,LINDA,2023-10-19T00:44:35Z,0
1531,Ellis Hale,cruel summer for every season 🩷,2023-10-19T00:44:34Z,0
1532,Bruno Rafael,"Que bomba, amei🫢🫶🏻",2023-10-19T00:44:34Z,0
1533,NonyBus,"13 min lol! 
When u finally find a new vid within 3 min after it being posted: 😮😮😮😮😮❤❤❤❤❤😊😊😊😊😊",2023-10-19T00:44:33Z,0
1534,Nate,Oh absolutely 💜💛,2023-10-19T00:44:32Z,0
1535,iMewgli,"Throw back to lover era, love that",2023-10-19T00:44:26Z,0
1536,Natalia Gulloso,i love it,2023-10-19T00:44:26Z,0
1537,Abeeha Ather,LOVE,2023-10-19T00:44:26Z,0
1538,Ava Rose,TAYLOR Nke a dị oke egwu,2023-10-19T00:44:24Z,0
1539,DrizzleLuz,Hiiii 🕺🕺🕺🫂🫂🤩🤩🩵🩵,2023-10-19T00:44:23Z,0
1540,emthebaddie,MUSIC VIDEO!?!?!?!,2023-10-19T00:44:22Z,0
1541,ICEE,Anyone else thinks its silly when its sped up,2023-10-19T00:44:22Z,0
1542,Red,THANK YOU FOR GIVING THIS TO US! 🩷🩷🩷,2023-10-19T00:44:22Z,0
1543,repsummerslay,MUSIC VIDEO NOW,2023-10-19T00:44:21Z,0
1544,Adèle Milena,bruh I didn't even realize she posted this until I saw the comments,2023-10-19T00:44:19Z,0
1545,mihguell,MOM NEVER DISAPPOINTS ME,2023-10-19T00:44:18Z,0
1546,Nix Muniz,"Bro, this slays!!💜💜💜",2023-10-19T00:44:16Z,0
1547,Jurie Bitmoji,💓💓💓,2023-10-19T00:44:14Z,0
1548,Svetlana Padil,Thanks mom.🫶🏻🫶🏻🫶🏻,2023-10-19T00:44:12Z,0
1549,Imleoleo,PARECE QUE TAYLOR LO SACO DE LOS QUE HACEN EN TIKTOK ME ENCANTA JAJAJAJAJAJAJA💗💗💗,2023-10-19T00:44:11Z,0
1550,Andrew Lewis ,the photo though!!!,2023-10-19T00:44:11Z,0
1551,Bruna Sousa,"pedimos o vídeo music de cruel summer 
recebemos remix",2023-10-19T00:44:10Z,0
1552,starz in your eyes 🌟,LOVE THIS REMIX,2023-10-19T00:44:10Z,0
1553,Ava Duffy,Wheres our cruel summer mv it will go number 1 if you do it,2023-10-19T00:44:04Z,0
1554,xbobaxbella,love you so much taylor,2023-10-19T00:43:57Z,0
1555,Blizzi,the sped up is sending me so bad HELP,2023-10-19T00:43:53Z,1
1556,Hayley Casalegno,"I LOVE THIS LIKE HELLO??? I didnt think I would but, its gonna be a bop",2023-10-19T00:43:47Z,0
1557,romi,Hermana el video LARGA,2023-10-19T00:43:44Z,0
1558,Anny J,❤,2023-10-19T00:43:43Z,0
1559,BubblyLyons,#ILOVETAYLORSWIFT ❤❤❤,2023-10-19T00:43:41Z,0
1560,Svetlana Padil,Cruel summer getting the love it deserves.🥰😍😍😍,2023-10-19T00:43:41Z,0
1561,Kamile Bandojan,❤❤❤❤,2023-10-19T00:43:40Z,0
1562,kensie,this actually eats omg,2023-10-19T00:43:40Z,0
1563,Marissa Harvey,This is nice! I like the stuff in the background a lot!,2023-10-19T00:43:40Z,0
1564,Swiftie ( Taylor's version ),I Love This Remix ❤❤❤❤,2023-10-19T00:43:38Z,0
1565,Taypinks,THE MV WHEN ?,2023-10-19T00:43:37Z,0
1566,Rina Herlina,love it ❤️,2023-10-19T00:43:34Z,0
1567,Two_toes123,This is literally the best remix I’ve heard❤❤love it sooo much,2023-10-19T00:43:32Z,0
1568,Scottie Playz!!🌷🍄,OMG 11 MINUTES EARLYYY LOVE YOU TAYLOR SWIFT,2023-10-19T00:43:30Z,0
1569,Soumya singh (Taylor's version),Taylor just release mv stop making us cry 😭😢,2023-10-19T00:43:29Z,0
1570,Ali Baruffi,mulher que isso?,2023-10-19T00:43:24Z,0
1571,Grethel Hernández,💗💗💗🫶🏻,2023-10-19T00:43:22Z,0
1572,Astaldaron,Get that #1 spot bestie we love to see it,2023-10-19T00:43:22Z,0
1573,G-wizzy,SHE SLAYS ALL THE TIME 🫶🏻,2023-10-19T00:43:28Z,0
1574,Kate Mary,One of the best remixes I heard! Thanks Tay!!🎉❤,2023-10-19T00:43:20Z,0
1575,Lunamoon,I love you Taylor♥️❤️,2023-10-19T00:43:18Z,0
1576,Alan Souza,terrible,2023-10-19T00:43:18Z,0
1577,Laiz,Love it 😍😍😍,2023-10-19T00:43:18Z,0
1578,enchantedtomeet_you,OMG??!?!,2023-10-19T00:43:13Z,0
1579,Shylah Daswani,ooooh this is so cool,2023-10-19T00:43:12Z,0
1580,ICEE,HUH,2023-10-19T00:43:12Z,0
1581,InMyLoverEra🌤🌈,I’m dieing ahhhhh,2023-10-19T00:43:11Z,0
1582,ailennn,ME ENCANTA,2023-10-19T00:43:11Z,0
1583,Aynara Díaz,Te amo Taylor❤,2023-10-19T00:43:08Z,0
1584,maga,🇦🇷🇦🇷🇦🇷🇦🇷,2023-10-19T00:43:07Z,0
1585,StrangerThings4LIFE,"Ok one word...✨️SLAY✨️ Love this Tay, my queen 🫶",2023-10-19T00:43:03Z,0
1586,Rumer Ribich,YAASS QQUUEEENNN,2023-10-19T00:43:02Z,0
1587,Gab,TAYLOR EU TE AMO💞💞,2023-10-19T00:42:59Z,0
1588,logan may💋,JAJHJAHAAJAJJJAHAJ QUEE,2023-10-19T00:42:57Z,0
1589,Harsh Tripathi,#1 WE ARE COMINGGGGG...!,2023-10-19T00:42:57Z,0
1590,Allan Maltez,KHEEEEEEE,2023-10-19T00:42:55Z,0
1591,Stormy clips,12 minutes gang,2023-10-19T00:42:54Z,0
1592,sleibensperger,Our Mastermind mother is up to something... we see you 👀👀,2023-10-19T00:42:54Z,0
1593,Fernanda Torrez,"Taylor si qué va con todo por ese #1, vamos reina tu puedes!!!",2023-10-19T00:42:53Z,0
1594,Gabriela Carneiro Leão,Mulher pare de fazer remixes todos ficam ruins,2023-10-19T00:42:51Z,0
1595,Susan Lothi,Finally in ADHD speed! Love this ❤,2023-10-19T00:42:50Z,0
1596,Valentina Pinheiro,BRAZIL LOVES YOU TAY ❤🇧🇷,2023-10-19T00:42:49Z,0
1597,nany1tv ,Love❤ princes,2023-10-19T00:42:47Z,0
1598,Vanessa Nieto,Esto me agarró d imprevisto! Te amo Tay 💞💞💞,2023-10-19T00:42:46Z,0
1599,Sam SANTOS,Why are you guys so fast?😭 It was just 11 mins ago,2023-10-19T00:42:43Z,0
1600,augustday,MASTERMIND ❤❤❤❤❤❤❤❤❤❤❤,2023-10-19T00:42:43Z,0
1601,Toast Greeting,This is cute but I'm always gonna prefer the originals,2023-10-19T00:42:36Z,0
1602,Your bestie 🌸,oooo Taylor this one is coool!!!! 💕💕,2023-10-19T00:42:36Z,0
1603,𝐃𝐚𝐧𝐢𝐞𝐥,I LOVE YOU TAYLORRRR 💗💗,2023-10-19T00:42:32Z,0
1604,madi,Omg,2023-10-19T00:42:29Z,0
1605,Miguel Wolcoff,ME ENCANTA,2023-10-19T00:42:28Z,0
1606,yasmin,"da vontade de ficar pulando a música toda
amei",2023-10-19T00:42:27Z,0
1607,Ruby Fuzzbutt,Taylor is in her Lover era with travis ❤,2023-10-19T00:42:26Z,0
1608,Adventure time with Chloe,LOVE THIS,2023-10-19T00:42:25Z,0
1609,Sherry Allen,I LOVE YOU TAYLOR SWIFT!!!💖💖💖💖💖💖💖💖💖💖💖💖💖,2023-10-19T00:42:24Z,0
1610,Budi Pristel,AAAAAAAAAAAAAAAAAAAAAAAAAA,2023-10-19T00:42:20Z,0
1611,That Preppy,Thanks Taylor Love you  #swiftieforlife,2023-10-19T00:42:16Z,0
1612,rod 💜,Quebra tudo música que toca na C&A,2023-10-19T00:42:15Z,0
1613,Lgce Swiftie ♥,que es esto💀,2023-10-19T00:42:13Z,0
1614,sisilvyy,Cruel Summer al fin tiene justicia ❤❤❤,2023-10-19T00:42:11Z,0
1615,SWIFTIEEEE FOREVER,I LOVE THISS,2023-10-19T00:42:10Z,0
1616,chuuv,ATE 💋,2023-10-19T00:42:09Z,0
1617,Evx_,Esta raro pero es Taylor jsjd,2023-10-19T00:42:09Z,0
1618,Chance Cooke,Ehhh this def ain't it.,2023-10-19T00:42:06Z,0
1619,Willow Toombs,GIRL WHERE WAS THE WARNING,2023-10-19T00:42:06Z,1
1620,Deadly,I think this is the first time I really like a remix ❤,2023-10-19T00:42:03Z,0
1621,Valentina Pinheiro,EU AMEI TAYLOR,2023-10-19T00:41:59Z,1
1622,Ingrid Elena Pardo Cadenas,"C'mon Taylor! We need the MV ❤. Cool version of Cruel Summer, i love this remix",2023-10-19T00:41:55Z,0
1623,Christian Lloyd Palis,the besttttt🎉,2023-10-19T00:41:55Z,0
1624,Anu,Ooh we are getting that #1! 😍,2023-10-19T00:41:54Z,0
1625,Vanessa Flower,LOVE THIS,2023-10-19T00:41:50Z,0
1626,Meghan,Taylor swift i am your biggest fan ever on earth and if you reply. Also plz be my bestie it would make my day,2023-10-19T00:41:50Z,0
1627,Andy Colina Meza,cruel summer versión guaracha,2023-10-19T00:41:50Z,0
1628,maga,💗,2023-10-19T00:41:44Z,0
1629,Bella,Taylor I'm getting one of your cds 💿,2023-10-19T00:41:43Z,0
1630,Vanessa Flower,TAYLOR,2023-10-19T00:41:41Z,0
1631,Joel,hopefully this cover photo is for a Cruel Summer music video! we really need one Taylor,2023-10-19T00:41:37Z,0
1632,Laura G,Argentina 🇦🇷 loves Taylor ❤,2023-10-19T00:41:31Z,0
1633,𝐸𝑙𝑖𝑧𝑎𝑏𝑒𝑡ℎ 𝐷𝑒𝑙 𝑅𝑒𝑦,I love taylor 💕💕,2023-10-19T00:41:29Z,0
1634,Renegade2005,LETS GET TO NUMBER 1,2023-10-19T00:41:28Z,0
1635,:) Nally,WHAAAAATTT,2023-10-19T00:41:28Z,0
1636,Pablo Murylo,O clipe que era bom nada né hehe,2023-10-19T00:41:27Z,0
1637,Zuo Maggie,amazing,2023-10-19T00:41:24Z,0
1638,G.K,CLUBS YOU BETTER PUT THIS 24/7,2023-10-19T00:41:24Z,0
1639,Calia jagat,SLAYYYY TAYLOR,2023-10-19T00:41:24Z,0
1640,SwiftiesWonderland.13,honestly this is one of the best remixes out there,2023-10-19T00:41:24Z,0
1641,Drakeloverr,I love this sm .,2023-10-19T00:41:18Z,0
1642,Daniel Chávez,Asooo,2023-10-19T00:41:18Z,0
1643,helin,AMAZING 💞,2023-10-19T00:41:18Z,0
1644,Yasmim Lima,i loveee this,2023-10-19T00:41:18Z,0
1645,Dubu,TE AMOOOOOOO 🫶💞,2023-10-19T00:41:06Z,0
1646,Nobody's gonna love you like me.,Bye she's coming for that #1,2023-10-19T00:41:05Z,0
1647,JENN,omggg,2023-10-19T00:41:04Z,0
1648,adrrenalline,We need cruel winter,2023-10-19T00:41:03Z,0
1649,odessa,oh she’s #1 for sure,2023-10-19T00:41:03Z,0
1650,Karla,LET’S GOOOOOOOOO,2023-10-19T00:41:02Z,0
1651,Yasmim Lima,já tá tocando na renner,2023-10-19T00:40:59Z,0
1652,LillyBelle951,"girl...........
love it!",2023-10-19T00:40:56Z,0
1653,sn0w.SHin3,10 MINUTES AGOOOO,2023-10-19T00:40:56Z,0
1654,jenn,"Que Tay haga remixes debería ser ilegal 
KAJDKASJ mentiri",2023-10-19T00:40:56Z,0
1655,Arianna,i loved it 😻😻😻,2023-10-19T00:40:54Z,0
1656,1989_babes,OMG THIS IS ACTUALLY GREAT,2023-10-19T00:40:53Z,0
1657,Makily_swift-fanpage💗 #DONTSTALKTAY #flyhighellie,LOVE LOVE LOVEEE,2023-10-19T00:40:53Z,0
1658,gabriel coutinho,vc sedenta pelo top 1,2023-10-19T00:40:53Z,0
1659,winwin,mv when 🤭🤭,2023-10-19T00:40:53Z,0
1660,Layzza Olivaryes,Amei Taylor ❤❤❤❤ I Loved,2023-10-19T00:43:05Z,0
1661,React Teen,O BRASIL 🇧🇷 TE AMAAAAAAAAAA!!,2023-10-19T00:40:48Z,0
1662,Miss-Swift-13,QUEEEN OF MUSICCC,2023-10-19T00:40:46Z,0
1663,louie alipat,I actually love this remix 💖,2023-10-19T00:40:45Z,0
1664,left,❤,2023-10-19T00:40:44Z,0
1665,🌸Sarah🌸,Taylor l love you please come to latinoamerica❤❤❤❤,2023-10-19T00:40:48Z,0
1666,Ally,QUEEN,2023-10-19T00:40:37Z,0
1667,🧁Della and 🍉Bella,I LOVE THIS SO MUCH 😍,2023-10-19T00:40:36Z,0
1668,coraaa,HIII TAYLOR!!,2023-10-19T00:40:33Z,0
1669,ginny luv,"I could dance to this, literally. I’ll show this remix to my dance teacher lol",2023-10-19T00:40:29Z,0
1670,Mpumelelo Vimbayo,I started in the Eras tour version.❤,2023-10-19T00:40:28Z,0
1671,winwin,oh myyyyy 😍😍,2023-10-19T00:40:26Z,0
1672,Valentina Alani,0:25 love,2023-10-19T00:40:25Z,0
1673,Archie Agarwal,Omygod goo taylorr,2023-10-19T00:40:23Z,0
1674,Malaina,HELLO TAYLOR OMG!!!!,2023-10-19T00:40:21Z,0
1675,Emmalina,Love you!,2023-10-19T00:40:19Z,0
1676,Elien morales,I love literally everything about Taylor Swift 🌈✨✨✨✨,2023-10-19T00:40:18Z,0
1677,Azul,this is so different…. wait?,2023-10-19T00:40:14Z,0
1678,La_petite_Belle,I have a feeling that every time Taylor has a song that’s played over and over again from different companies is most likely to be #1 and have a remix to it,2023-10-19T00:40:14Z,0
1679,Valentina Alani,Amooo,2023-10-19T00:40:12Z,0
1680,Sebiche,this actually ate,2023-10-19T00:40:10Z,0
1681,juuu!,TE AMO LINDA,2023-10-19T00:40:09Z,0
1682,Crystal Jennemy,"IF YOU ARE FROM THE US, STREAM THIS FOR LOVER TO GET HER FIRST #1!",2023-10-19T00:40:08Z,0
1683,Shiela Pacali,🤗💕🤩,2023-10-19T00:40:07Z,0
1684,Juliana Silva,"4 anos depois, a música é O single💗🌞",2023-10-19T00:40:05Z,0
1685,Julia Heischberg,🫶🫶🫶,2023-10-19T00:40:04Z,0
1686,Aline dos Santos,Falta o clipe agora Taylor 😭😭,2023-10-19T00:40:04Z,0
1687,venomx0xd,Que estto taylor 🧑‍🦲,2023-10-19T00:40:01Z,0
1688,🌸Sarah🌸,iS a cRueL SuMmEr wItH yOu,2023-10-19T00:40:00Z,0
1689,Greisson Melo,Suena como un mal roast youlsef,2023-10-19T00:39:58Z,0
1690,augustday,"ME ENCANTAAAAA AMOOOOO AMOOO TE AMOOO TAYLOR GRACIAS POR SUBIR ESTO, ESTOY DEMASIADO ANSIOSX",2023-10-19T00:39:56Z,0
1691,Stefan Krstev,Brb searching for easter eggs 💕,2023-10-19T00:39:55Z,0
1692,CE AA,patronaaaaaa,2023-10-19T00:39:55Z,0
1693,Starr _,I usually don't like remixes but I absolutely love this!,2023-10-19T00:39:54Z,1
1694,veronna,omg,2023-10-19T00:39:53Z,0
1695,William,This remix gives me long summer night drive vibes,2023-10-19T00:39:53Z,0
1696,- let.,ok but this remix kinda works-,2023-10-19T00:39:52Z,0
1697,Jordan Kleeger,I don’t usually like remixes but this is amazing,2023-10-19T00:39:52Z,1
1698,John Aron Fortich Grumo,Omgg😮,2023-10-19T00:39:51Z,0
1699,Kimberly Bellamy,This is the perfect remix for dance parties.,2023-10-19T00:39:49Z,0
1700,swiftiesadie,BRO FINALLY CRUEL SUMMER IS GETTING MORE RECOGNITION 🫶,2023-10-19T00:39:46Z,0
1701,Bridget,Cruel summer??? Music video??? Soon???? Please????,2023-10-19T00:40:00Z,0
1702,Ernestina Aduening,I love this!!,2023-10-19T00:39:36Z,0
1703,kaiky,essa vai tocar muito na renner,2023-10-19T00:39:36Z,0
1704,Eria Joy Navalta,So it's time for Mother Taylor to release the MV,2023-10-19T00:39:35Z,0
1705,jv.,we need the Cruel Summer music video like RIGHT NOW,2023-10-19T00:39:31Z,0
1706,Jing Xi Ang,🩷🩵🩷🩵🩷🩵🩷🩵🩷🩵,2023-10-19T00:39:29Z,0
1707,Averie Beltran,I LOVE THISSS❤,2023-10-19T00:39:28Z,0
1708,Eshani Dhir,❤❤❤❤❤❤❤,2023-10-19T00:39:28Z,0
1709,OM22,"Well, that’s all i need tonight",2023-10-19T00:39:26Z,0
1710,Swifty for life,HI OMG I LOVE YOU SOO MUCH I AM YOUR#1 FAN!!!!!!!!!!!!👑👑👑👑👑,2023-10-19T00:39:22Z,0
1711,Mxggy,Es como una versión cumbia jajaj🩷,2023-10-19T00:39:16Z,0
1712,Pedro Maia,Sangue na veia🤩 pra chegar no #1,2023-10-19T00:39:16Z,0
1713,quibblcredit,I think Cruel Summer was supposed to be a concert music video from *The Lover Fest* but you all know what happened...,2023-10-19T00:39:16Z,0
1714,- let.,oi? que isso mamãe,2023-10-19T00:39:14Z,0
1715,justsiz,Am dancing with this🍷❤,2023-10-19T00:39:14Z,0
1716,Alexandra McPherson,Queen behavior 👑👑👑,2023-10-19T00:39:13Z,0
1717,Fitria Kumala Sari,still waiting for cruel summer mv,2023-10-19T00:39:12Z,0
1718,Paulo Swiftie BH ,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,2023-10-19T00:39:10Z,0
1719,Clare M,THE PICTURE THO,2023-10-19T00:39:08Z,0
1720,Addie Smith,The photo is so pretty,2023-10-19T00:39:06Z,0
1721,Rafael Neres,🇧🇷🇧🇷🇧🇷,2023-10-19T00:39:06Z,0
1722,Taylena,I love it ❤,2023-10-19T00:39:05Z,0
1723,Maria Eduarda Iamarino,AMEI,2023-10-19T00:39:05Z,0
1724,anisitaa (Taylor's Version),PRIMERA,2023-10-19T00:39:03Z,0
1725,The Joker,This is a bop 😙,2023-10-19T00:39:03Z,0
1726,Milagros Rios Robles,LOVE YOU TAYLOR  🩷 🩷 🩷 🩷,2023-10-19T00:39:02Z,0
1727,ANDI $INAGA 9,👨‍🎓 🇮🇹 🌹💛💘,2023-10-19T00:39:02Z,0
1728,Maria José Hernández,what`s going on?????,2023-10-19T00:38:59Z,0
1729,sandra margarita garcia coronel,LOVE IT!,2023-10-19T00:38:54Z,0
1730,Riley Reevees,Love it,2023-10-19T00:38:54Z,0
1731,ivy & sage,this is a bop and i feel like this will be taking over tiktok very soon 🫶,2023-10-19T00:38:52Z,5
1732,GriffinWays,TAYLOR OMG ILY,2023-10-19T00:38:52Z,0
1733,NonyBus,"Even thought summer is over (or at least in America), Taylor Swift always finds a way to keep it going!",2023-10-19T00:38:52Z,6
1734,Heloísa Scognamiglio,❤❤❤❤❤❤,2023-10-19T00:38:52Z,0
1735,Débora Luna,is that a Big Sur pic??? 👀,2023-10-19T00:38:50Z,0
1736,gaming2013,devils roll the dice angels roll their eyes!,2023-10-19T00:38:45Z,0
1737,larry conover,IT’S A CRUUUEL SUMEEEER WITH YOU PS PLS TELL MERIDITH AND OLIVIA AND BENJAMIN HI,2023-10-19T00:38:43Z,0
1738,ash,yes you got that #1 baby keep it up,2023-10-19T00:38:42Z,0
1739,CALLMEHMINTY,This is a masterpiece,2023-10-19T00:38:40Z,0
1740,Micaiah Brown,wow she really wants that number 1 😂 she deserves it,2023-10-19T00:38:40Z,0
1741,Estuardo Ruedas,I love the song too 🎧🤍,2023-10-19T00:38:51Z,0
1742,Linnea,CRUEL SUMMER #1!!,2023-10-19T00:38:36Z,0
1743,EditingKat,Low key sounds like a flop tok remix (this statement sounds bad but it’s really not),2023-10-19T00:38:36Z,0
1744,Penny Lara,WE LOVE YOU 🤍💜🤍,2023-10-19T00:38:34Z,0
1745,mols🩷,"ok, mom i see youuuu",2023-10-19T00:38:33Z,0
1746,Catherine Pinsonnault,Omg I like it I am the 750th commentary,2023-10-19T00:38:33Z,0
1747,Jasmine Liu,😍,2023-10-19T00:38:32Z,0
1748,TreyThornton19,I love this remix! Keep up a great work. Love your songs. 💛,2023-10-19T00:38:30Z,0
1749,Black diamond,💞,2023-10-19T00:38:28Z,0
1750,Phlox,I need to know what this means AHHHHAAAHHHH,2023-10-19T00:38:28Z,0
1751,Caio Andrade,vendo ingresso vip all too well 17/11 meia estudante!!!,2023-10-19T00:38:26Z,0
1752,dxcqw,MV WHRB????,2023-10-19T00:38:25Z,0
1753,Nic Taylor’s Version,Omg what?!,2023-10-19T00:38:24Z,0
1754,Kimberly Bellamy,"Oh wowwww!!! I love this so much, and I've never been a fan of remixes.",2023-10-19T00:38:21Z,0
1755,Anna Julia Cattel Cleto,?????/,2023-10-19T00:38:20Z,0
1756,Aung Myint Myat,"We want music video Taylor Swift.
We love you from Myanmar 🇲🇲",2023-10-19T00:38:20Z,0
1757,Julia Chapman,CRUEL SUMMER COMING FOR NUMBER ONEEEE,2023-10-19T00:38:18Z,0
1758,Mar Suarez,🔥🔥🔥🔥🔥,2023-10-19T00:38:17Z,0
1759,Alysha Trout,😮😮😮😮😮😮 Jaw on the floor thank you Queen!,2023-10-19T00:38:41Z,0
1760,florencia aylen arancibia,🫶🏻❤,2023-10-19T00:38:15Z,0
1761,Frankie,Omg this photo is from the Lover era ❤,2023-10-19T00:38:14Z,0
1762,Philly Phantoms,AAAAAAAAAAA,2023-10-19T00:38:14Z,0
1763,Jenny Lee,Number one here we come,2023-10-19T00:38:14Z,0
1764,Prashik 2703,Cruel summer on 1.5x be like...,2023-10-19T00:38:13Z,1
1765,Hannah Luna,Amooo 💖,2023-10-19T00:38:13Z,0
1766,José Luis,"LET'S GET THAT #1 FOR CRUEL SUMMER, SHE DESERVES IT",2023-10-19T00:38:10Z,29
1767,Yoquese,Of we make it to #1 please do the MV!!!!,2023-10-19T00:38:10Z,0
1768,bonnie,A voz na velocidade 1000,2023-10-19T00:38:10Z,0
1769,João Pedro,🇧🇷🇧🇷🇧🇷,2023-10-19T00:38:09Z,0
1770,ConnerVR,🎉🎉🎉wooooo😂😂😂,2023-10-19T00:38:08Z,0
1771,Cele blanc,Que es esto alison? ❤❤❤😭😭😭❤️❤️❤️,2023-10-19T00:38:08Z,0
1772,L L,PERFECTION,2023-10-19T00:38:06Z,0
1773,bobtoronga3000,🇲🇽🇲🇽🇲🇽,2023-10-19T00:38:05Z,0
1774,:O,Taylor you’re absolutely amazing and so is ur work I know you will prob not see this but I went to one of ur concerts and absolutely had the time of my life you’re the best❤,2023-10-19T00:38:04Z,0
1775,Nerosa Balakrishnan,First 30 seconds in and I already love it ❤️❤️❤️❤️❤️,2023-10-19T00:38:04Z,0
1776,Heloísa Scognamiglio,Whatttt???,2023-10-19T00:38:02Z,0
1777,marie randall,I Love It!!!!! ❤,2023-10-19T00:38:02Z,0
1778,Austin Book,The way this kinda goes off,2023-10-19T00:37:59Z,0
1779,GraceHF,ITS SO AMAZING I LOVE YOU SO MUCH TAYLOR ❤❤❤❤,2023-10-19T00:37:59Z,0
1780,Lupita_vs25,🛐✨,2023-10-19T00:37:58Z,0
